4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
4.688999999999999835e-01	-9.164728999999999814e+02
